,psu_measured_voltages,psu_measured_currents,psu_measured_powers,load_measured_voltages,load_measured_currents,load_measured_powers
175,23.001,1.04,23.967,11.728539,1.749752,20.518152
176,23.001,1.046,24.082,11.72432,1.759558,20.636148
177,23.001,1.053,24.22,11.722795,1.770142,20.742321
178,23.001,1.058,24.335,11.719687,1.77986,20.869921
179,23.001,1.066,24.496,11.715955,1.789665,20.985062
180,23.001,1.07,24.611,11.719257,1.799968,21.104195
181,23.001,1.074,24.726,11.718191,1.810007,21.211548
182,23.001,1.08,24.841,11.716991,1.819724,21.328564
183,23.001,1.089,25.002,11.711084,1.829675,21.430649
184,23.001,1.091,25.14,11.707635,1.840082,21.541622
185,23.001,1.098,25.209,11.709012,1.849591,21.65185
186,23.001,1.103,25.37,11.703741,1.859389,21.760298
187,23.001,1.111,25.508,11.701506,1.869941,21.86969
188,23.001,1.114,25.692,11.698856,1.879771,21.984859
189,23.001,1.121,25.784,11.691408,1.889544,22.103445
190,23.001,1.128,25.899,11.694236,1.899912,22.200163
191,23.001,1.131,26.014,11.687382,1.909701,22.319738
192,23.001,1.137,26.129,11.689484,1.919531,22.427223
193,23.001,1.141,26.267,11.673864,1.930027,22.543581
194,23.001,1.148,26.428,11.668046,1.939656,22.629751
195,23.001,1.154,26.52,11.670756,1.949486,22.741112
196,23.0,1.156,26.612,11.663191,1.960158,22.864435
197,23.0,1.165,26.75,11.654307,1.969491,22.951176
198,23.0,1.171,26.91,11.65521,1.979465,23.073957
199,23.0,1.178,27.002,11.65376,1.989054,23.180655
200,23.0,1.181,27.14,11.655462,1.999887,23.299309
