,psu_measured_voltages,psu_measured_currents,psu_measured_powers,load_measured_voltages,load_measured_currents,load_measured_powers
145,20.0,0.99,19.8,11.838851,1.449979,17.16614
146,20.0,0.997,19.94,11.83845,1.459536,17.278791
147,20.0,1.003,20.06,11.838155,1.469245,17.393002
148,20.0,1.011,20.22,11.83771,1.47995,17.519554
149,19.999,1.017,20.36,11.8374,1.489547,17.632961
150,20.0,1.024,20.479,11.837,1.499449,17.747677
151,20.0,1.032,20.64,11.8366,1.510073,17.875702
152,20.0,1.039,20.78,11.83626,1.519614,17.987381
153,20.0,1.046,20.92,11.835979,1.529588,18.103115
154,20.0,1.052,21.06,11.835623,1.539193,18.216139
155,20.0,1.06,21.2,11.83509,1.549898,18.344513
156,20.001,1.067,21.341,11.834809,1.559535,18.457279
157,20.002,1.073,21.462,11.834394,1.569325,18.572271
158,20.002,1.081,21.622,11.83398,1.58015,18.698252
159,20.002,1.088,21.762,11.833595,1.589715,18.811665
160,20.003,1.094,21.883,11.833033,1.599272,18.923973
161,20.003,1.102,22.043,11.832766,1.610065,19.052038
162,20.003,1.109,22.183,11.832366,1.619461,19.163216
163,20.003,1.116,22.323,11.83207,1.629339,19.278902
164,20.002,1.123,22.462,11.831641,1.640108,19.405443
165,20.002,1.13,22.602,11.831093,1.649625,19.51823
166,20.001,1.137,22.741,11.830693,1.659478,19.631634
167,20.0,1.144,22.88,11.830219,1.669453,19.748653
168,20.0,1.152,23.04,11.829776,1.67994,19.873932
169,20.0,1.159,23.18,11.829419,1.689666,19.987404
170,20.0,1.166,23.32,11.82899,1.699392,20.103052
171,20.0,1.173,23.46,11.828665,1.709887,20.223965
172,20.0,1.18,23.6,11.82822,1.719701,20.340731
173,20.0,1.187,23.74,11.827791,1.72945,20.454527
174,20.0,1.195,23.9,11.827481,1.739681,20.576069
175,20.0,1.202,24.02,11.827095,1.749592,20.691761
176,20.018,1.152,23.061,10.98936,1.759309,19.333094
177,20.013,1.157,23.155,10.975621,1.769917,19.426622
178,20.009,1.163,23.27,10.971536,1.779675,19.52618
179,20.007,1.169,23.388,10.972349,1.78932,19.632879
180,20.005,1.176,23.526,10.974526,1.799896,19.753281
181,20.003,1.181,23.624,10.966827,1.80971,19.84602
182,20.003,1.181,23.624,10.900279,1.819556,19.834145
183,20.002,1.181,23.622,10.839609,1.829225,19.827719
184,20.002,1.185,23.701,10.818112,1.839857,19.902767
185,20.001,1.192,23.841,10.818068,1.849487,20.007345
186,20.001,1.198,23.961,10.8198,1.859293,20.117483
187,20.001,1.203,24.081,10.817046,1.869612,20.224306
188,20.001,1.209,24.161,10.805439,1.87949,20.309637
189,20.002,1.207,24.142,10.737914,1.889375,20.28714
190,20.002,1.205,24.102,10.652209,1.899663,20.235081
191,20.003,1.21,24.224,10.655141,1.909557,20.346874
192,20.005,1.217,24.326,10.653601,1.919371,20.446983
193,20.006,1.224,24.487,10.665429,1.929874,20.583681
194,20.007,1.229,24.589,10.660796,1.93968,20.676617
195,20.007,1.223,24.467,10.547109,1.94939,20.561409
196,20.008,1.218,24.37,10.442734,1.959829,20.465204
197,20.007,1.222,24.449,10.423548,1.969386,20.527601
198,20.007,1.228,24.566,10.424421,1.979288,20.63302
199,20.005,1.233,24.646,10.424731,1.989054,20.734379
200,20.004,1.241,24.825,10.41422,1.999734,20.827135
